"y","x","ID"
-0.962608166666667,101.9742437,14
-0.962602083333333,101.974212666667,14
-0.962635866666667,101.97433505,14
-0.962615,101.9742752,14
-0.962657683333333,101.974258333333,14
-0.96262875,101.974306316667,14
-0.9626282,101.974296416667,14
-0.962630683333333,101.974279233333,14
-0.962639116666667,101.974287233333,14
-0.962649366666667,101.974309833333,14
-0.96263115,101.974274083333,14
-0.96263755,101.974282633333,14
-0.962641216666667,101.974284216667,14
-0.9626493,101.974303966667,14
-0.962654066666667,101.97428225,14
-0.962621933333333,101.974271233333,14
-0.962630116666667,101.974300966667,14
-0.962637566666667,101.974301183333,14
-0.962642733333333,101.97428645,14
-0.96264,101.974279533333,14
-0.96260215,101.974274866667,14
-0.962639266666667,101.974270583333,14
-0.962641516666666,101.97424695,14
-0.96265675,101.974281616667,14
-0.96267525,101.974299366667,14
-0.962630266666667,101.974253666667,14
-0.96263685,101.974204483333,14
-0.962592466666666,101.974181416667,14
-0.962560516666666,101.974177383333,14
-0.962544333333333,101.97414905,14
-0.962536683333333,101.9741353,14
-0.96234185,101.974048383333,14
-0.962298516666666,101.973969566667,14
-0.96215565,101.973849633333,14
-0.962144716666667,101.973821133333,14
-0.962132583333334,101.973785333333,14
-0.962134733333333,101.973744666667,14
-0.9621362,101.9737295,14
-0.9621335,101.973713316667,14
-0.962008916666667,101.973750733333,14
-0.9620229,101.973690516667,14
-0.96197225,101.973630666667,14
-0.9616338,101.973365683333,14
-0.9608142,101.9729055,14
-0.960825366666667,101.9729293,14
-0.96070615,101.9727719,14
-0.960728533333333,101.97281475,14
-0.960981466666667,101.97297245,14
-0.96103465,101.97297645,14
-0.961079416666667,101.972984533333,14
-0.961094966666667,101.97300025,14
-0.961095533333333,101.973002233333,14
-0.961128566666667,101.973041883333,14
-0.961168533333333,101.973102366667,14
-0.961265816666666,101.97315485,14
-0.9613086,101.973147433333,14
-0.961337983333333,101.973276316667,14
-0.96133195,101.973288333333,14
-0.961329,101.9732886,14
-0.96133115,101.973288066667,14
-0.96131765,101.97333635,14
-0.961327883333333,101.973333133333,14
-0.961300866666667,101.973335366667,14
-0.9612914,101.973334016667,14
-0.96129055,101.973313866667,14
-0.961288333333333,101.973330866667,14
-0.96129335,101.973338183333,14
-0.9611893,101.973390733333,14
-0.961157016666667,101.973419083333,14
-0.960936183333333,101.973223283333,14
-0.960658733333334,101.9730792,14
-0.960581183333333,101.972976783333,14
-0.96062145,101.972921416667,14
-0.9605987,101.9729496,14
-0.96063845,101.9731123,14
-0.960711033333333,101.973256166667,14
-0.960805533333333,101.973306316667,14
-0.960815616666667,101.97345765,14
-0.960858866666667,101.973527866667,14
-0.960801533333333,101.973560316667,14
-0.96078495,101.97356875,14
-0.960802483333333,101.9735763,14
-0.960827466666667,101.973635933333,14
-0.960827766666667,101.973653166667,14
-0.960825516666667,101.973645616667,14
-0.9608466,101.97372225,14
-0.96088585,101.97369715,14
-0.9608757,101.973708166667,14
-0.96091555,101.973672083333,14
-0.960987883333333,101.973625833333,14
-0.96099505,101.973612033333,14
-0.960995683333333,101.973615033333,14
-0.96100795,101.973607783333,14
-0.961086366666667,101.973594383333,14
-0.961034716666667,101.97366955,14
-0.961068816666667,101.973703166667,14
-0.961057533333333,101.973707366667,14
-0.961066766666667,101.973711366667,14
-0.96112145,101.97377925,14
-0.9611161,101.973793083333,14
-0.961374566666667,101.9737783,14
-0.961874766666667,101.973728183333,14
-0.961869666666667,101.97372675,14
-0.962504033333333,101.974171233333,14
-0.9626457,101.974272833333,14
-0.96294855,101.9743157,14
-0.9629391,101.974299466667,14
-0.96297725,101.974233983333,14
-0.962973016666667,101.974231066667,14
-0.962993133333333,101.974200483333,14
-0.9630075,101.974182633333,14
-0.962919683333333,101.974297233333,14
-0.9627698,101.9744271,14
-0.962818683333333,101.974462016667,14
-0.96291375,101.974447533333,14
-0.962986466666667,101.97444255,14
-0.962986933333333,101.97443615,14
-0.9630076,101.974446,14
-0.9629325,101.974401383333,14
-0.962948783333333,101.974414166667,14
-0.962871083333333,101.974432116667,14
-0.9627641,101.974466883333,14
-0.962699783333333,101.974381333333,14
-0.96274915,101.974506166667,14
-0.96275775,101.97459105,14
-0.962719633333333,101.974591033333,14
-0.9627191,101.9745753,14
-0.9627504,101.9746033,14
-0.962864083333333,101.974609433333,14
-0.9629481,101.974665683333,14
-0.962936983333333,101.974820783333,14
-0.962963066666667,101.974825933333,14
-0.96295935,101.97484785,14
-0.963075816666666,101.974905366667,14
-0.963181983333333,101.974860616667,14
-0.96310285,101.9748791,14
-0.963207966666666,101.97476255,14
-0.96334155,101.974719633333,14
-0.9632618,101.974377866667,14
-0.963100133333333,101.974385566667,14
-0.96298625,101.9744656,14
-0.962807983333333,101.974441316667,14
-0.9625381,101.974204183333,14
-0.962207266666667,101.97399575,14
-0.961853083333333,101.973738033333,14
-0.961477666666667,101.973306733333,14
-0.961340983333333,101.9734487,14
-0.9612541,101.973477566667,14
