"ID",x,y
14,101.9742437,-0.962608166666667
14,101.974212666667,-0.962602083333333
14,101.97433505,-0.962635866666667
14,101.9742752,-0.962615
14,101.974258333333,-0.962657683333333
14,101.974306316667,-0.96262875
14,101.974296416667,-0.9626282
14,101.974279233333,-0.962630683333333
14,101.974287233333,-0.962639116666667
14,101.974309833333,-0.962649366666667
14,101.974274083333,-0.96263115
14,101.974282633333,-0.96263755
14,101.974284216667,-0.962641216666667
14,101.974303966667,-0.9626493
14,101.97428225,-0.962654066666667
14,101.974271233333,-0.962621933333333
14,101.974300966667,-0.962630116666667
14,101.974301183333,-0.962637566666667
14,101.97428645,-0.962642733333333
14,101.974279533333,-0.96264
14,101.974274866667,-0.96260215
14,101.974270583333,-0.962639266666667
14,101.97424695,-0.962641516666666
14,101.974281616667,-0.96265675
14,101.974299366667,-0.96267525
14,101.974253666667,-0.962630266666667
14,101.974204483333,-0.96263685
14,101.974181416667,-0.962592466666666
14,101.974177383333,-0.962560516666666
14,101.97414905,-0.962544333333333
14,101.9741353,-0.962536683333333
14,101.974048383333,-0.96234185
14,101.973969566667,-0.962298516666666
14,101.973849633333,-0.96215565
14,101.973821133333,-0.962144716666667
14,101.973785333333,-0.962132583333334
14,101.973744666667,-0.962134733333333
14,101.9737295,-0.9621362
14,101.973713316667,-0.9621335
14,101.973750733333,-0.962008916666667
14,101.973690516667,-0.9620229
14,101.973630666667,-0.96197225
14,101.973365683333,-0.9616338
14,101.9729055,-0.9608142
14,101.9729293,-0.960825366666667
14,101.9727719,-0.96070615
14,101.97281475,-0.960728533333333
14,101.97297245,-0.960981466666667
14,101.97297645,-0.96103465
14,101.972984533333,-0.961079416666667
14,101.97300025,-0.961094966666667
14,101.973002233333,-0.961095533333333
14,101.973041883333,-0.961128566666667
14,101.973102366667,-0.961168533333333
14,101.97315485,-0.961265816666666
14,101.973147433333,-0.9613086
14,101.973276316667,-0.961337983333333
14,101.973288333333,-0.96133195
14,101.9732886,-0.961329
14,101.973288066667,-0.96133115
14,101.97333635,-0.96131765
14,101.973333133333,-0.961327883333333
14,101.973335366667,-0.961300866666667
14,101.973334016667,-0.9612914
14,101.973313866667,-0.96129055
14,101.973330866667,-0.961288333333333
14,101.973338183333,-0.96129335
14,101.973390733333,-0.9611893
14,101.973419083333,-0.961157016666667
14,101.973223283333,-0.960936183333333
14,101.9730792,-0.960658733333334
14,101.972976783333,-0.960581183333333
14,101.972921416667,-0.96062145
14,101.9729496,-0.9605987
14,101.9731123,-0.96063845
14,101.973256166667,-0.960711033333333
14,101.973306316667,-0.960805533333333
14,101.97345765,-0.960815616666667
14,101.973527866667,-0.960858866666667
14,101.973560316667,-0.960801533333333
14,101.97356875,-0.96078495
14,101.9735763,-0.960802483333333
14,101.973635933333,-0.960827466666667
14,101.973653166667,-0.960827766666667
14,101.973645616667,-0.960825516666667
14,101.97372225,-0.9608466
14,101.97369715,-0.96088585
14,101.973708166667,-0.9608757
14,101.973672083333,-0.96091555
14,101.973625833333,-0.960987883333333
14,101.973612033333,-0.96099505
14,101.973615033333,-0.960995683333333
14,101.973607783333,-0.96100795
14,101.973594383333,-0.961086366666667
14,101.97366955,-0.961034716666667
14,101.973703166667,-0.961068816666667
14,101.973707366667,-0.961057533333333
14,101.973711366667,-0.961066766666667
14,101.97377925,-0.96112145
14,101.973793083333,-0.9611161
14,101.9737783,-0.961374566666667
14,101.973728183333,-0.961874766666667
14,101.97372675,-0.961869666666667
14,101.974171233333,-0.962504033333333
14,101.974272833333,-0.9626457
14,101.9743157,-0.96294855
14,101.974299466667,-0.9629391
14,101.974233983333,-0.96297725
14,101.974231066667,-0.962973016666667
14,101.974200483333,-0.962993133333333
14,101.974182633333,-0.9630075
14,101.974297233333,-0.962919683333333
14,101.9744271,-0.9627698
