"ID",y,x
14,-106964.106894535,11351640.3708915
14,-106959.720289834,11351643.1167723
14,-106961.559175301,11351636.6287012
14,-106962.336665728,11351634.6546356
14,-106958.72198471,11351619.5522913
14,-106938.770727475,11351591.6426397
14,-106944.526754149,11351576.0189492
14,-106949.197263282,11351547.5137382
14,-106977.962553622,11351519.4834904
14,-106981.324875147,11351514.5242071
14,-107026.541793567,11351517.3090498
14,-107038.653203974,11351489.2936445
14,-107045.457638333,11351475.6978241
14,-107058.897649072,11351465.4694181
14,-107077.950808835,11351461.0240599
14,-107090.02139798,11351469.6939928
14,-107121.445754455,11351460.9312936
14,-107170.217993768,11351419.1864846
14,-107198.49157031,11351362.1575095
14,-107245.450910893,11351314.5443079
14,-107215.917387287,11351214.0970207
14,-107308.839628125,11351173.3206913
14,-107422.149236486,11351131.7781125
14,-107427.578686997,11351171.0182331
14,-107483.261176433,11351202.950229
14,-107545.668327088,11351169.0163376
14,-107563.756605193,11351271.2799878
14,-107532.013050825,11351382.7256406
14,-107563.797428146,11351613.4297193
14,-107734.288955345,11351639.5823784
14,-107820.147092485,11351701.1272142
14,-107877.377202008,11351743.9054392
14,-107865.956044317,11351829.7105027
14,-107835.938163273,11352004.378205
14,-107902.982492456,11352167.2516074
14,-107935.009983357,11352328.1973272
14,-108111.647396916,11352385.7365166
14,-108295.434490414,11352449.4075547
14,-108432.273313227,11352459.2686062
14,-108562.892236102,11352461.2797784
14,-108463.712626183,11352456.634045
14,-108358.337218741,11352491.1523638
14,-108233.424312361,11352454.463315
14,-108190.589829433,11352442.0938642
14,-108088.454360926,11352307.0150834
14,-107930.24853813,11352137.4550903
14,-107923.922830203,11352013.5639184
14,-107851.508419502,11351892.845352
14,-107768.639630216,11351887.9936774
14,-107712.61752589,11351858.4327866
14,-107709.127162208,11351834.2764571
14,-107711.008729868,11351813.543202
14,-107766.242208338,11351849.9298329
14,-107789.52985958,11352022.6921166
14,-107899.328835064,11352161.6615136
14,-108006.071684357,11352348.7840116
14,-108012.460483753,11352349.2608302
14,-108033.89441479,11352355.9066038
14,-108125.41031846,11352401.1431341
14,-108217.876307445,11352449.2498521
14,-108249.586518893,11352476.3375949
14,-108253.448005999,11352481.4805554
14,-108255.752651374,11352482.4156391
14,-108264.637226427,11352520.2883851
14,-108244.941971985,11352571.5639979
14,-108238.872330468,11352602.4941184
14,-108230.227127385,11352601.354949
14,-108231.288525992,11352605.6481706
14,-108228.544105474,11352602.9598049
14,-108250.033716581,11352581.9167106
14,-108258.886746434,11352581.2543596
14,-108279.094145058,11352575.6345807
14,-108276.765376842,11352575.4805886
14,-108290.088529062,11352550.9457729
14,-108301.212804851,11352537.6913322
14,-108315.539833421,11352466.9626384
14,-108326.60844219,11352434.6317477
14,-108332.407168624,11352397.310033
14,-108343.145482421,11352396.7812654
14,-108343.898852987,11352395.7088877
14,-108345.927015628,11352397.1578963
14,-108345.977116627,11352395.6921898
14,-108346.86223427,11352397.8759071
14,-108346.418747651,11352396.6922098
14,-108346.194220954,11352395.1504349
14,-108342.59437144,11352397.7182045
14,-108350.907426038,11352388.1039111
14,-108352.189640503,11352384.3561549
14,-108371.086995723,11352370.8790753
14,-108361.564094289,11352343.2143265
14,-108361.929646035,11352342.3627324
14,-108363.384430652,11352340.5055522
14,-108361.42306925,11352334.5443935
14,-108368.6914256,11352326.2065636
14,-108382.478479262,11352320.8205555
14,-108382.547136192,11352319.6869521
14,-108380.765767184,11352332.8912991
14,-108410.006198284,11352458.301982
14,-108429.916710166,11352466.1685594
14,-108468.973232722,11352463.7065433
14,-108497.541945924,11352460.7547214
14,-108533.464378143,11352448.5318413
14,-108539.801229888,11352452.0569586
14,-108588.848280463,11352460.8456324
14,-108638.70994322,11352446.0883785
14,-108640.608215876,11352441.9064764
14,-108679.256529666,11352450.8843933
14,-108751.173800589,11352443.1977825
14,-108722.900107554,11352296.4490084
14,-108701.928180163,11352233.7631478
14,-108710.350722796,11352224.2471867
14,-108713.267717115,11352225.8056595
14,-108719.060882748,11352236.5962288
14,-108732.63641153,11352224.043101
14,-108733.419472391,11352222.1395377
14,-108750.14023443,11352210.5752978
14,-108777.567778349,11352204.8553314
14,-108810.17057825,11352227.4773073
14,-108864.025511146,11352250.8043065
14,-108893.366182121,11352350.2200331
14,-108891.050399253,11352368.9736566
14,-108928.351576642,11352390.1911516
14,-108918.891751281,11352384.7309306
14,-108920.947750967,11352418.5887537
14,-108916.542567538,11352414.7779165
14,-108910.237254534,11352413.7055386
14,-108891.885417112,11352409.0134221
14,-108883.858112169,11352406.928037
14,-108882.035917683,11352422.7817879
14,-108869.289834499,11352429.1752373
14,-108885.650617142,11352449.9864161
14,-108910.459925974,11352440.3257396
14,-108916.034134409,11352457.5116136
14,-108919.633989433,11352471.294822
14,-108915.282618286,11352477.8107228
14,-108911.758842713,11352494.4307228
14,-108920.142422569,11352503.6832278
14,-109002.907552705,11352493.375043
14,-109025.950342015,11352479.8181842
14,-109034.833079748,11352474.8978627
14,-109034.617830618,11352465.4375614
14,-109034.920292757,11352457.0013993
14,-109030.015952679,11352436.4777959
14,-109066.218631054,11352406.6014999
14,-109133.658422221,11352357.1570927
14,-109114.339808113,11352269.5894706
14,-109107.772852686,11352177.6803883
14,-109093.655476165,11352155.9304152
14,-109032.2445234,11352075.4074615
14,-109037.865123551,11351996.4875085
14,-109046.551168389,11351962.7150303
14,-109109.908644054,11351889.8471469
14,-109192.51980176,11351886.5947625
14,-109252.030649561,11351806.8714538
14,-109255.413402974,11351795.8582456
14,-109294.286307672,11351791.5037981
14,-109306.182541813,11351820.2001075
14,-109312.942482862,11351835.8089555
14,-109312.931349277,11351842.3656735
14,-109367.677041625,11351926.068654
14,-109369.282133563,11351920.1390357
14,-109373.225278529,11351923.4860418
14,-109371.124742005,11351921.2318221
14,-109374.841504078,11351917.8124584
14,-109374.258846416,11351915.9589889
14,-109372.709422385,11351917.8588415
14,-109431.26652166,11352011.1835366
14,-109474.038056413,11352046.4272874
14,-109522.493293901,11352074.2664367
14,-109602.644019224,11352115.7106831
14,-109675.433599952,11352135.0264701
14,-109696.609698061,11352217.4288678
14,-109737.264024392,11352251.2681377
14,-109771.86910033,11352285.0591691
14,-109845.850009479,11352325.5386467
14,-109875.652802333,11352359.2053713
14,-109898.599154532,11352383.2225515
14,-109932.567774593,11352400.0670458
14,-109957.275095249,11352446.7117677
14,-109971.533530243,11352484.9871193
14,-109995.578404032,11352498.9985325
14,-109993.986298588,11352497.5959069
14,-109985.175906351,11352527.0102271
14,-110010.818453339,11352556.6137903
14,-110025.932322412,11352593.9614795
14,-110006.138628074,11352637.6154178
45,-110087.62177969,11352645.6823703
45,-110083.292662078,11352643.6248149
45,-110098.111493513,11352611.1417875
45,-110086.894384014,11352595.6757996
45,-110066.208142278,11352567.383951
45,-110043.504863413,11352549.5598452
45,-110006.257386526,11352547.7638908
45,-109986.469260042,11352558.8642994
45,-109984.331608032,11352560.6138706
45,-109987.209644726,11352561.9793898
45,-109980.503503813,11352550.5858399
45,-109982.412916916,11352546.3148821
45,-109955.1058982,11352553.5061212
45,-109949.088185661,11352547.8473804
45,-109948.566761914,11352547.3353108
45,-109948.828401588,11352547.7397715
45,-109947.030324689,11352547.7842993
45,-109962.519022475,11352542.7823436
45,-109960.789602731,11352542.6264963
45,-109956.475331408,11352537.7302941
45,-109954.690243676,11352540.0902673
45,-109957.069123587,11352538.9343998
45,-109956.889130333,11352541.2461346
45,-109956.332450165,11352542.8064628
45,-109957.67219377,11352542.9938506
45,-109960.873104756,11352547.1813188
45,-109958.722463691,11352545.2146745
45,-109927.797025897,11352548.2778158
45,-109924.731574026,11352548.7639109
45,-109895.906678554,11352552.5673268
45,-109869.059855049,11352542.8342927
45,-109863.26852712,11352555.5989276
45,-109871.355232404,11352583.1263824
45,-109874.932829474,11352589.1636094
45,-109873.979050999,11352587.6032812
45,-109872.047371254,11352588.7127655
45,-109875.851351549,11352586.7776617
45,-109872.162418462,11352598.6164896
45,-109907.441089914,11352663.4786461
45,-109876.190926377,11352668.7143729
45,-109863.352029124,11352634.5429998
45,-109755.202104803,11352544.669209
45,-109732.496989412,11352514.5331674
45,-109656.820085343,11352499.5402874
45,-109622.508204763,11352490.0206156
45,-109558.404691197,11352529.9379297
45,-109516.462599195,11352555.8716603
45,-109501.69018098,11352549.6173603
45,-109540.956498298,11352565.1260207
45,-109529.14932537,11352556.4802069
45,-109448.00215977,11352501.3807696
45,-109414.246977833,11352455.3501602
45,-109472.740993313,11352494.723864
45,-109480.74975496,11352388.4174611
45,-109481.785178743,11352291.2411116
45,-109486.765604299,11352345.941654
45,-109532.565482076,11352467.268767
45,-109582.505206142,11352516.2567643
45,-109544.142560898,11352544.6358131
45,-109538.360516036,11352533.9843932
45,-109621.934824708,11352496.6905084
45,-109574.097488594,11352412.1563425
45,-109519.038169722,11352311.2136835
45,-109505.043247091,11352233.8150969
45,-109501.499054357,11352148.0953784
45,-109456.148235139,11352021.2412526
45,-109402.604957134,11351998.7472942
45,-109389.799477025,11351995.4615138
45,-109353.552232864,11351983.4390088
45,-109304.449413933,11351997.7825252
45,-109261.497905761,11351937.4955997
45,-109301.126039187,11351799.7655597
45,-109289.805040347,11351791.1939589
45,-109315.954117356,11351790.4722375
45,-109359.935488465,11351681.4533495
45,-109330.631892724,11351629.7732759
45,-109333.151794039,11351593.7373014
45,-109337.534715221,11351549.4525527
45,-109359.423343534,11351504.2605501
45,-109405.373509043,11351465.1651449
45,-109632.958937834,11351521.850885
45,-109767.467618028,11351767.7741933
45,-109863.481921131,11351972.3812728
45,-109978.156168962,11352195.6028263
45,-109999.404652807,11352259.1421364
45,-109994.066089421,11352429.8004818
45,-109977.458463113,11352516.1658533
45,-109856.846295263,11352555.0571728
45,-109804.497965713,11352598.8539711
45,-109779.395412519,11352621.4277085
45,-109752.956829355,11352600.0395237
45,-109690.790538838,11352559.6416805
45,-109625.211812348,11352583.9557126
45,-109575.485476381,11352608.9413723
45,-109553.055000572,11352649.890247
45,-109534.875702136,11352571.8682712
45,-109501.825639654,11352560.0220221
45,-109435.458317408,11352480.7013189
45,-109269.968706545,11352254.782123
45,-109058.770268338,11352033.1672807
45,-108888.114847594,11351906.6842199
45,-108781.067429927,11351867.835573
45,-108698.768103079,11351659.2061493
45,-108675.909037762,11351737.7253521
45,-108675.664099332,11351798.613403
45,-108635.907996307,11351967.3607637
45,-108524.501861801,11352143.5535431
45,-108487.172890765,11352320.879926
45,-108449.836501069,11352231.9226655
45,-108412.199509046,11352106.9665371
45,-108413.414922377,11352023.3006632
45,-108410.12681182,11351920.443309
45,-108282.282052487,11351870.7391563
45,-108157.731011751,11351902.378011
45,-108018.828871758,11351948.5440592
45,-108068.098525253,11351715.530101
45,-108057.226616752,11351575.3862834
45,-108138.737176501,11351500.3402486
45,-108230.147336931,11351451.5322179
45,-108360.680832205,11351501.1213404
45,-108371.623262003,11351531.2202754
45,-108271.658787146,11351451.0053057
45,-108151.548180555,11351300.837168
45,-108065.029377472,11351234.1790569
45,-108006.767530932,11351254.9661164
45,-107997.318862357,11351262.8308384
45,-107847.244273471,11351211.4977106
45,-107669.994639324,11351019.7109259
45,-107453.25260373,11350896.2705978
45,-107458.908436445,11350732.6532103
45,-107616.420071442,11350701.2536926
45,-107622.849687198,11350574.1806385
45,-107689.641618395,11350522.135066
45,-107705.0003314,11350525.636064
45,-107679.456288827,11350518.9531838
45,-107679.569479772,11350577.1176177
45,-107955.03551671,11350571.7724269
45,-107846.116074703,11350540.6994463
45,-107653.494740426,11350536.9368475
45,-107774.445770416,11350361.6865732
45,-107950.342728081,11350286.900284
45,-108018.008700571,11350168.3969753
45,-108060.414522301,11350066.3689514
45,-108007.515334051,11349836.3494876
45,-107957.074810797,11349636.8983559
45,-107786.590605352,11349651.3290725
45,-107656.235445581,11349719.8202446
45,-107453.941026933,11349660.4999433
45,-107413.479929475,11349739.5887308
45,-107401.912194357,11349728.4029773
45,-107562.60428462,11349621.8052883
45,-107592.742757214,11349626.4769962
45,-107626.267682112,11349638.200794
45,-107643.563627536,11349628.8926292
45,-107660.479177973,11349619.8905931
45,-107671.482821874,11349619.8794611
45,-107681.597638834,11349665.6929976
45,-107939.140527863,11349616.257867
45,-108174.804310551,11349635.6051945
45,-108238.614403179,11349593.0347659
45,-108238.64409265,11349592.0477331
45,-108172.497810081,11349635.2786573
45,-108060.652037966,11349718.2339419
45,-108005.058531747,11349746.3680878
45,-108010.742206589,11349834.586929
45,-108219.01749647,11349807.4323945
45,-108241.149141872,11349728.835268
45,-108392.376210966,11349687.3205193
45,-108439.762486516,11349548.0839556
45,-108448.955094371,11349429.2170033
45,-108341.317723786,11349388.5557039
45,-108283.922396019,11349333.3597898
45,-108262.90039219,11349307.5614978
45,-108296.703715543,11349296.6781622
45,-108298.763422997,11349298.5149338
45,-108298.919292752,11349289.1789391
45,-108296.757527719,11349238.3189191
45,-108292.025767391,11349179.2565079
45,-108237.116940429,11349124.101411
45,-108284.659066136,11349031.897332
45,-108351.733164731,11348916.1306275
45,-108427.372692233,11348782.897895
45,-108452.289595095,11348690.1056782
45,-108406.04079637,11348693.1465555
45,-108331.509061868,11348655.4778952
45,-108195.406945706,11348612.3601458
45,-108128.748527497,11348583.02746
45,-108121.921806548,11348637.8801391
45,-108050.308973137,11348728.1231395
45,-107992.45721444,11348906.349355
45,-108021.599269021,11348950.1665619
45,-108028.201461643,11348992.397466
45,-108028.468666743,11349021.2273588
45,-108005.19398988,11349011.4776268
45,-107965.827631864,11348991.0467896
45,-107966.234006219,11348938.2869169
45,-108016.605873835,11348914.3253965
45,-108031.866253832,11348874.3895292
45,-107990.822438951,11348898.69614
45,-107971.767377629,11348912.397714
45,-107878.640858956,11348981.5456711
45,-107903.247841878,11349006.8875531
45,-107910.065280912,11349059.7420474
45,-107891.752459791,11349189.6871442
45,-107884.844097166,11349199.5148
45,-107872.125881694,11349243.3190196
45,-107873.756945487,11349277.1137617
45,-107962.918065712,11349289.0806069
45,-108039.188415951,11349274.9708615
45,-108037.969292648,11349274.3734468
45,-108037.6074524,11349273.5942104
45,-108037.911769327,11349273.9708414
45,-108037.982281786,11349274.0098032
45,-108036.3475061,11349272.7110758
45,-108035.978243489,11349271.7704261
45,-108036.503375745,11349273.540406
45,-108035.920720167,11349271.2620671
45,-108035.785262023,11349271.6479747
45,-108028.323930648,11349271.7017791
45,-108029.255437317,11349271.5143913
45,-108028.669070568,11349270.6683632
45,-108029.320383001,11349270.4568561
45,-108028.980809853,11349270.7425762
45,-108029.210903134,11349270.5514777
45,-108029.524498008,11349270.7889592
45,-108028.997510171,11349271.0839559
45,-108029.433574051,11349271.6795152
45,-108029.259148499,11349271.2713438
45,-108029.54305392,11349271.8372178
45,-108029.841804066,11349271.6331321
45,-108029.329660955,11349272.3455769
45,-108029.398317822,11349271.50697
45,-108029.678512061,11349271.586749
45,-108029.504086508,11349270.1934
45,-108029.312960638,11349271.1897094
45,-108028.754427754,11349271.6795152
45,-108029.929016842,11349272.1303591
45,-108029.027199627,11349270.9039895
45,-108029.537487147,11349270.781538
45,-108029.351928048,11349270.7666953
45,-108028.528045654,11349270.2063873
45,-108029.442852006,11349270.7425762
45,-108028.836073756,11349270.0431186
45,-108029.713768288,11349271.1804328
45,-108029.429862869,11349270.9763471
45,-108029.531920372,11349271.9429713
45,-108029.003076944,11349271.1544583
45,-108029.381617503,11349271.9856438
45,-108029.055033491,11349271.1173517
45,-108029.114412403,11349271.6127235
45,-108029.106990039,11349271.0338621
45,-108029.023488445,11349270.7722613
45,-108031.098039162,11349269.9856037
45,-108062.249701934,11349282.4923484
45,-108063.37975694,11349283.7632459
45,-108073.952915436,11349306.5688989
45,-108078.721784845,11349306.5930182
45,-108115.597950992,11349302.045617
45,-108144.589712192,11349287.6742707
45,-108145.41359484,11349286.0044784
45,-108143.314920803,11349286.7818595
45,-108145.580598079,11349287.1213839
45,-108126.729643985,11349297.9620469
45,-108099.32627033,11349389.1568292
45,-108108.450212976,11349389.9138017
45,-108113.699680992,11349389.852576
45,-108114.315737336,11349390.9824688
45,-108116.249263576,11349391.7134668
45,-108116.744706483,11349388.3015244
45,-108126.588619034,11349380.7299437
45,-108149.961649757,11349366.1897628
45,-108173.395916456,11349316.9327435
45,-108207.3495347,11349235.9626565
45,-108207.206654127,11349217.8305669
45,-108204.031736477,11349207.665242
45,-108197.436963138,11349200.7689995
45,-108201.465452972,11349187.6555635
45,-108208.70597235,11349172.1561798
45,-108205.002211011,11349169.9279346
45,-108201.417207584,11349165.1727371
45,-108184.408853287,11349137.648993
45,-108231.039876669,11349079.1858517
45,-108238.092981824,11349066.3451484
45,-108243.208849022,11349049.2464746
45,-108241.79859908,11349050.9088458
45,-108242.89525397,11349052.1073855
45,-108253.255024422,11349043.8604666
45,-108291.131371916,11349042.8010761
45,-108296.844740557,11349052.7771579
45,-108318.005915714,11349059.0258919
45,-108313.626717672,11349062.8274525
45,-108333.925043271,11349084.7147198
45,-108342.29933223,11349093.5683299
45,-108357.4446787,11349088.1563474
45,-108368.175570842,11349097.7539427
45,-108367.080771181,11349106.8932729
45,-108366.800576692,11349107.2903125
45,-108375.729688597,11349109.6725496
45,-108377.942482884,11349107.0565416
45,-108370.927414753,11349132.6637351
45,-108375.134043345,11349146.6510291
45,-108383.536167114,11349141.5433198
45,-108384.163357457,11349148.0629314
45,-108397.506925008,11349150.5360793
45,-108404.365196041,11349140.0776131
45,-108414.59693504,11349151.0741236
45,-108437.795557938,11349163.367506
45,-108477.100730801,11349175.1172782
45,-108516.001388426,11349188.2325696
45,-108508.261708513,11349198.5370437
45,-108431.607155352,11349205.91196
45,-108409.557144812,11349206.8581757
45,-108398.002368285,11349215.4130785
45,-108397.351055214,11349216.4539158
45,-108398.911608757,11349216.9771174
45,-108389.440663215,11349210.3981355
45,-108402.424245947,11349214.6932126
45,-108414.248083578,11349247.9981489
45,-108392.725062406,11349269.467968
45,-108393.801306215,11349269.5143511
45,-108372.430444814,11349269.0597965
45,-108369.101511576,11349257.8350812
45,-108371.719752821,11349254.6049606
45,-108364.870760348,11349264.4975528
45,-108350.942682298,11349283.163976
45,-108350.27838016,11349282.9264945
45,-108348.105481277,11349284.0062935
45,-108349.766236613,11349280.9951013
45,-108345.86949226,11349281.2103189
45,-108347.131295188,11349279.9987918
45,-108350.80722404,11349281.3810088
45,-108346.309267692,11349284.1602854
45,-108346.502249317,11349284.4422948
45,-108348.359697456,11349279.891183
45,-108360.187244569,11349270.3900644
45,-108362.532713637,11349269.6442238
45,-108361.063084282,11349268.2471642
45,-108385.562474376,11349277.7557041
45,-108395.430516676,11349273.9355902
45,-108409.28251707,11349276.7018796
45,-108411.362636665,11349277.3753625
45,-108410.306804327,11349280.5461126
45,-108409.596112263,11349278.2325226
45,-108386.399346701,11349267.4419533
45,-108380.325991713,11349264.2118327
45,-108374.753646845,11349258.2618059
45,-108365.854224444,11349237.5192742
45,-108366.737486542,11349218.9177873
45,-108369.069966502,11349215.7266285
45,-108373.631013274,11349213.4074725
45,-108378.154948248,11349201.8580753
45,-108411.787567431,11349159.6104732
45,-108417.324656582,11349154.2318864
45,-108422.581551286,11349146.9794216
45,-108423.312654896,11349148.5879882
45,-108491.247773539,11349118.0827371
45,-108532.898422136,11349048.7863541
45,-108512.681731882,11348984.3806073
45,-108438.227911104,11348954.9087722
45,-108392.107150013,11348937.316582
45,-108373.642146829,11348911.8949209
45,-108363.167326313,11348890.9761333
45,-108363.486488245,11348889.0484508
45,-108366.19565349,11348882.1985915
45,-108420.223092693,11348850.1237355
45,-108424.301685925,11348818.4199445
45,-108403.179472225,11348856.3984441
45,-108343.846896396,11348868.7771715
45,-108277.8935769,11348836.9138226
45,-108229.956210958,11348825.8820611
45,-108252.202903713,11348866.918136
45,-108346.667397052,11348910.6425766
45,-108285.514494158,11349023.8248137
45,-108269.411665031,11349032.9103394
45,-108257.509897091,11349037.7954098
45,-108198.605985978,11349101.6760995
45,-108183.991345145,11349116.6893881
45,-108185.097277825,11349113.0752154
45,-108147.866686877,11349140.2854096
45,-108127.848565636,11349143.0906607
45,-108122.981349258,11349144.9348537
45,-108111.224322081,11349147.0183834
45,-108102.749836337,11349146.6510291
45,-108100.057373312,11349162.7255635
45,-108085.403768892,11349168.8203057
45,-108071.716928049,11349194.0935408
45,-108061.880439297,11349206.2867357
45,-108044.0649092,11349226.0366687
45,-107974.91260387,11349283.2103592
45,-107861.836634153,11349281.1787785
45,-107767.897394339,11349272.5737818
45,-107730.702100809,11349275.1359854
45,-107660.08764866,11349268.8427235
45,-107593.759619895,11349310.418698
45,-107642.723045684,11349399.3240093
45,-107720.837787109,11349409.8344246
45,-107763.679638994,11349394.1457977
45,-107815.159266736,11349391.0937883
45,-107956.978320086,11349352.2822478
45,-108224.125941042,11349352.5586912
45,-108432.848547047,11349365.5422545
45,-108512.245667441,11349488.1254224
45,-108512.581529839,11349501.2277265
45,-108576.909390519,11349436.7125156
45,-108644.137555676,11349408.3984031
45,-108796.082902498,11349506.7770031
45,-108813.933724602,11349523.4767821
45,-108870.204642901,11349552.5126159
45,-108949.26784887,11349500.6915376
45,-108955.87562461,11349573.1531049
45,-109048.338107355,11349437.3897092
45,-109052.130945643,11349431.6066616
45,-108945.92406574,11349508.9774184
45,-108938.568485199,11349601.1202716
45,-108941.409401884,11349588.6265141
45,-108917.461087246,11349516.0257975
45,-108936.057864526,11349534.1003721
45,-109027.503475797,11349614.4971638
45,-109017.889633466,11349695.2260585
45,-109018.307142537,11349706.2708072
45,-109025.250782359,11349710.8850001
45,-109023.834962684,11349711.066822
45,-109023.361785729,11349711.3785166
45,-109045.599247635,11349733.7834194
45,-109071.354921126,11349741.9505594
45,-109069.792509181,11349742.6425956
45,-109069.122638979,11349742.9301709
45,-109068.8739891,11349741.9264401
45,-109069.096660634,11349741.6982352
45,-109027.343894547,11349717.1968152
45,-108948.173047508,11349675.8564671
45,-108929.650493443,11349679.145958
45,-108914.128437974,11349678.0049333
45,-108912.517781209,11349678.9604255
45,-108893.928427482,11349711.129903
45,-108925.107995852,11349777.7082352
45,-108950.884072579,11349753.6335399
