"","V1","V2"
"1",0.970289153473026,0.0297108465267335
"2",0.987755198451355,0.0122448015484032
"3",0.998753113411538,0.00124688658820935
"4",0.997397720200812,0.00260227979897613
"5",0.999196658707391,0.000803341292416148
"6",0.999686765401234,0.000313234598578033
"7",0.993320730921401,0.00667926907842771
"8",0.999298751666637,0.000701248333168973
"9",0.992885240008104,0.00711475999175455
"10",0.999559760730034,0.000440239269779699
"11",0.999769793663354,0.000230206336463506
"12",0.993448264920742,0.00655173507906643
"13",0.994195037164109,0.00580496283569544
"14",0.99959174349315,0.000408256506605191
"15",0.997917914708376,0.00208208529143971
"16",0.999337480643472,0.00066251935629666
"17",0.998001488807626,0.00199851119216454
"18",0.997268973383168,0.00273102661659132
"19",0.994248995917528,0.0057510040822172
"20",0.994323189420391,0.00567681057939524
"21",0.999558287132716,0.000441712867045331
"22",0.998092784456576,0.00190721554319601
"23",0.999407281976233,0.000592718023503885
"24",0.992165781128881,0.00783421887085937
"25",0.997837391989688,0.0021626080100771
"26",0.978581499692924,0.0214185003068787
"27",0.96227422106113,0.0377257789386637
"28",0.909850172562088,0.0901498274376893
"29",0.833727113039295,0.166272886960442
"30",0.575123432041389,0.424876567958422
"31",0.00515414316782208,0.994845856831993
"32",0.00841773588374755,0.991582264116037
"33",0.00630897444510829,0.99369102555469
"34",0.368351895156304,0.63164810484347
"35",0.535343171318812,0.46465682868095
"36",0.6602096347826,0.339790365217165
"37",0.749651711676009,0.250348288323823
"38",0.762787959375228,0.237212040624567
"39",0.704488005278385,0.295511994721382
"40",0.724159300848446,0.275840699151318
"41",0.316568386322969,0.683431613676771
"42",8.07777638633807e-07,0.999999192222091
"43",3.74692804078586e-14,0.999999999999773
"44",0.829738495241608,0.17026150475814
"45",0.739920084250866,0.260079915748938
"46",0.808349741680874,0.191650258318911
"47",0.00327469620525454,0.996725303794527
"48",0.181813250897462,0.818186749102292
"49",0.343351232216337,0.656648767783386
"50",0.489929284058998,0.510070715940694
"51",0.495409356362117,0.504590643637646
"52",0.381011091650947,0.618988908348802
"53",0.262300831455335,0.737699168544419
"54",0.232737435316554,0.767262564683233
"55",0.429376618670962,0.570623381328806
"56",0.532872644425479,0.467127355574298
"57",0.876131486612664,0.123868513387132
"58",0.976956978612432,0.0230430213873624
"59",0.99950170183695,0.000498298162783925
"60",0.99896591618538,0.00103408381433482
"61",0.999615994252262,0.000384005747479686
"62",0.999681476144399,0.000318523855299715
"63",0.993566701112594,0.00643329888712387
"64",0.997659738042801,0.00234026195698524
"65",0.998581351852691,0.00141864814706243
"66",0.910263485591982,0.0897365144077249
"67",0.596724372029256,0.403275627970488
"68",0.326507191658715,0.673492808341027
"69",0.000439692029207903,0.999560307970524
"70",7.93147481700169e-06,0.999992068524838
"71",0.0387709935234444,0.961229006476275
"72",0.476124642985689,0.523875357014024
"73",0.695439273312975,0.304560726686748
"74",0.0273282066829887,0.972671793316736
"75",0.00146679455239532,0.998533205447324
"76",0.00699402620184063,0.993005973797888
"77",0.0221436645857034,0.97785633541397
"78",0.238548148954962,0.761451851044784
"79",0.781502995883897,0.218497004115819
"80",0.91984252753059,0.0801574724691163
"81",0.994795583721382,0.00520441627834391
"82",0.977074742863135,0.0229252571365509
"83",0.987480478377603,0.0125195216220777
"84",0.999682546542593,0.000317453457092096
"85",0.998925726034666,0.00107427396509685
"86",0.998605662586632,0.00139433741307909
"87",0.999787525212786,0.000212474786918244
"88",0.997718198058239,0.00228180194144998
"89",0.939181260225013,0.0608187397746664
"90",0.978629724160997,0.0213702758386861
"91",0.999299259990271,0.000700740009380874
"92",0.997809773310524,0.00219022668915898
"93",0.958975605216945,0.0410243947827671
"94",0.989800099414397,0.0101999005852771
"95",0.99461642864912,0.00538357135056976
"96",0.999148535917654,0.000851464082045539
"97",0.993782787021075,0.00621721297856724
"98",0.676565701860122,0.323434298139547
"99",0.597108271943916,0.402891728055803
"100",0.00719132592224951,0.992808674077414
"101",1.59562118263466e-07,0.99999984043758
"102",0.526453525735516,0.473546474264172
"103",2.8032445595235e-10,0.999999999719364
"104",0.000220837149661735,0.999779162850032
"105",0.000212210151032736,0.9997877898487
"106",0.949436942897388,0.0505630571023507
"107",0.957782197210919,0.0422178027888443
"108",0.990381804100015,0.00961819589969973
"109",0.974595755844188,0.0254042441555604
"110",0.829204341541247,0.170795658458477
"111",0.565383373110151,0.434616626889554
"112",0.101848282844475,0.898151717155304
"113",0.465117119096013,0.534882880903745
"114",0.463228931601636,0.536771068398106
"115",0.604161773218736,0.395838226781018
"116",0.96518645158367,0.0348135484160614
"117",0.997843082491508,0.00215691750821566
"118",0.998507489593993,0.00149251040574089
"119",0.999064489925858,0.000935510073855961
"120",0.946433584582235,0.0535664154175181
"121",0.568994772285536,0.431005227714194
"122",0.595766394938043,0.404233605061665
"123",0.717876913282676,0.282123086717031
"124",0.746401058040087,0.253598941959647
"125",0.970584938698551,0.0294150613011684
"126",0.991514774720111,0.00848522527955714
"127",0.967058049534185,0.0329419504655199
"128",0.256251793197213,0.743748206802491
"129",0.142533948633756,0.857466051365989
"130",0.154792047755186,0.845207952244519
"131",0.741934648307945,0.258065351691775
"132",0.780778519669036,0.219221480330694
"133",0.434848201508726,0.565151798490986
"134",0.380052477860236,0.619947522139476
"135",0.523876246654898,0.4761237533448
"136",0.249517561473831,0.750482438525852
"137",0.015721618217931,0.984278381781743
"138",6.16877619126798e-06,0.999993831223533
"139",0.00160871822333281,0.998391281776341
"140",0.00105938645885493,0.998940613540862
"141",0.00032636339806895,0.999673636601628
"142",5.3775873191952e-07,0.999999462241052
"143",1.31451113077167e-07,0.999999868548636
"144",2.5184695766403e-08,0.999999974815069
"145",2.59332158310402e-10,0.999999999740453
"146",0.000979888496562789,0.999020111503221
"147",0.00466639926655972,0.995333600733165
"148",0.000924376920916556,0.99907562307881
"149",0.0708699620746063,0.929130037925123
"150",0.680852707985549,0.319147292014203
"151",0.736005735077515,0.263994264922192
"152",0.885002832203143,0.11499716779662
"153",0.378442325310896,0.621557674688803
"154",0.460168115475934,0.539831884523827
"155",0.87572094831978,0.124279051679939
"156",0.997079373619128,0.00292062638064053
"157",0.999312572082345,0.000687427917391667
"158",0.995132833556469,0.00486716644326384
"159",0.977768723349898,0.0222312766499097
"160",0.670254937511118,0.329745062488646
"161",0.0431607304738393,0.956839269525956
"162",1.09612191401536e-05,0.999989038780646
"163",0.00111074144618029,0.998889258553627
"164",1.28341027151808e-05,0.999987165897031
"165",9.39978214309481e-07,0.999999060021524
"166",0.0112536591541747,0.988746340845581
"167",3.47500278528747e-07,0.999999652499529
"168",2.48910583787481e-05,0.999975108941489
"169",0.000796222006920888,0.999203777992954
"170",0.000608119419270689,0.999391880580545
"171",0.000289432585053567,0.999710567414733
"172",0.00166794849554722,0.998332051504293
"173",8.56683121805639e-06,0.99999143316862
"174",2.34653174707857e-10,0.999999999765237
"175",2.57508737312572e-10,0.999999999742329
"176",9.33124111078194e-11,0.999999999906549
"177",1.31355258102762e-15,0.999999999999886
"178",8.57766723332147e-15,0.999999999999829
"179",4.04834442423624e-18,0.999999999999829
"180",3.95700516279741e-06,0.999996042994651
"181",4.11504674055068e-10,0.999999999588283
"182",5.7275903726905e-11,0.999999999942474
"183",7.84629200784931e-15,0.999999999999773
"184",1.81808134683033e-17,0.999999999999773
"185",1.2413132757802e-33,0.999999999999773
"186",1.2293675224796e-24,0.999999999999773
"187",5.40662114673471e-16,0.999999999999773
"188",2.05665937208406e-11,0.999999999979195
"189",4.1216704912726e-13,0.999999999999432
"190",5.21400821559955e-26,0.999999999999773
"191",1.00994666997966e-25,0.999999999999773
"192",3.50728346093337e-24,0.999999999999773
"193",1.23439010427384e-26,0.999999999999773
"194",3.07561570924267e-28,0.999999999999773
"195",2.42636707732943e-20,0.999999999999716
"196",1.81257622091611e-19,0.999999999999716
"197",1.40810392153891e-13,0.999999999999602
"198",9.97157738112232e-17,0.999999999999773
"199",2.8569462644131e-19,0.999999999999773
"200",9.45918010917057e-08,0.999999905407951
"201",1.05068964384297e-24,0.999999999999716
"202",1.83799671097079e-33,0.999999999999716
"203",1.71966354581913e-18,0.999999999999773
"204",7.31602313325529e-21,0.999999999999773
"205",1.28445151296069e-12,0.999999999998465
"206",3.1975890631209e-10,0.999999999679972
"207",0.000100435616925432,0.999899564382866
"208",0.000146518086511767,0.999853481913249
"209",1.724171836051e-09,0.999999998275598
"210",2.48347871782142e-25,0.999999999999773
"211",7.91424774460329e-26,0.999999999999829
"212",8.00424576103093e-31,0.999999999999829
"213",0.0218397829579006,0.978160217041885
"214",0.00023427183507068,0.999765728164787
"215",1.44572514372231e-15,0.999999999999829
"216",7.02964420343479e-16,0.999999999999886
"217",7.89563762162935e-07,0.999999210436129
"218",0.0328962266162427,0.967103773383582
"219",0.054889699823355,0.945110300176484
"220",5.57915989045565e-06,0.999994420840028
"221",4.84537250781072e-09,0.999999995154496
"222",0.000246438059435325,0.99975356194043
"223",0.648439267893811,0.351560732106027
"224",0.945451478978235,0.0545485210216389
"225",0.944559946831734,0.0554400531681468
"226",0.00645985401752616,0.993540145982341
"227",0.0132412908891132,0.98675870911073
"228",0.0086334008445071,0.991366599155364
"229",0.501935664979721,0.498064335020136
"230",0.00815584308044601,0.991844156919439
"231",0.000662573203009818,0.999337426796953
"232",1.94663652178806e-11,0.999999999980446
"233",2.29530792135677e-06,0.999997704691983
"234",2.36928494899543e-05,0.999976307150449
"235",0.430531354509886,0.569468645490043
"236",0.890131181238282,0.109868818761613
"237",0.990639834850278,0.00936016514967346
"238",0.999407968191497,0.000592031808496872
"239",0.999780913337136,0.000219086662761482
"240",0.999757947915403,0.00024205208450176
"241",0.991675405914029,0.00832459408589054
"242",0.992355139128974,0.00764486087096081
"243",0.911492333071512,0.0885076669284225
"244",0.55377618302348,0.446223816976477
"245",0.00415613832479286,0.995843861675166
